document,entities,intent
The price doesn't matter. I do want it to be in the north area of town though.,"['hotel-area', 'hotel-pricerange']",find_hotel
Are there any 4 star guesthouses in the north available?,[],find_hotel
Could you look for something that isn't a guesthouse then?,[],find_hotel
I guess I will take the guest house.,[],find_hotel
"Yes, please, for 6 people, for 4 nights, starting Wednesday.","['hotel-bookday', 'hotel-bookpeople', 'hotel-bookstay']",book_hotel
But I said I would take the guesthouse.,[],book_hotel
i aslo want to book a taxi to commute between the two places.,[],book_hotel
the hotel by 14:45.,[],NONE
"I'm looking for an expensive place to stay at in the north section of town, can you help with this?","['hotel-area', 'hotel-pricerange']",find_hotel
"Hmm, really. I thought there was. Can you double check please? It can be either a hotel or guesthouse.",[],find_hotel
Okay. How about one moderately priced?,[],find_hotel
I will need free wifi and parking.,"['hotel-internet', 'hotel-parking']",find_hotel
"Hmm, maybe. What's their postcode?",[],find_hotel
"Great, I will book it myself. Thanks for your help. Bye.",[],NONE
Can you help me find a place to stay that has a 4 star rating?,['hotel-stars'],find_hotel
Thank you. I am looking for a hotel in the west part of town.,['hotel-area'],find_hotel
I do not have a preference on price as long as it has a 4 star rating and is a hotel.,['hotel-type'],find_hotel
"yeah, can you let me know if it has free parking?",[],find_hotel
"Yes, please book for 1 person for 4 nights starting from Thursday.","['hotel-bookday', 'hotel-bookpeople', 'hotel-bookstay']",book_hotel
I wanted to search for a specific type of attraction in town.,[],NONE
"I'm actually just looking for a college I could visit, but not a specific one. Which is your favorite?",[],NONE
Yes please can you send me the address too?,[],NONE
Yes please. I am looking for a hotel in the north side of town in the moderate price range as well. Any suggestions?,"['hotel-area', 'hotel-pricerange']",find_hotel
Does it have free parking and wifi?,[],find_hotel
Are there any hotels in the north that include free parking and free wifi that are moderately priced?,"['hotel-internet', 'hotel-parking']",find_hotel
Yes please book that for 4 people for 4 nights starting on saturday.,"['hotel-bookday', 'hotel-bookpeople', 'hotel-bookstay']",book_hotel
Thank you so much for your help today.,[],NONE
I want to check out a theater in the south area of cambridge.,[],find_hotel
What is the entrance fee?,[],NONE
What is the postcode?,[],NONE
"Can you recommend a moderately priced hotel in the centre, that has free internet and free parking?","['hotel-area', 'hotel-internet', 'hotel-parking', 'hotel-pricerange']",find_hotel
How about one in the south?,[],find_hotel
"no, i don't. I just a reservation for 4 people for 4 nights starting on saturday.","['hotel-bookday', 'hotel-bookpeople', 'hotel-bookstay']",book_hotel
Thanks! I also need to book a taxi from the hotel.,[],book_hotel
I need to go to the theatre. I need to leave the hotel by 13:00.,[],NONE
From the hotel that was booked for me,[],book_hotel
thanks alot for helping. have a good day,[],NONE
I'm looking for a train from london liverpool street.,[],NONE
I would like to leave on Sunday to Cambridge and get there by 16:00 or before.,[],find_hotel
I would prefer later in the morning if possible.,[],NONE
"Yes, please. I'll need to book for 6 people.",[],NONE
I'd like a place to stay in the east of the city.,['hotel-area'],find_hotel
Are any of them moderately priced with free wifi included?,"['hotel-internet', 'hotel-pricerange']",find_hotel
"Yes please, I'll need a reservation for the same 6 people for 2 nights starting on Sunday.","['hotel-bookday', 'hotel-bookpeople', 'hotel-bookstay']",book_hotel
That is all I needed for today. Thank You!,[],NONE
"Hi there, I'd like to find a good restaurant for tonight. I'd like somewhere in the city centre, and I'm willing to pay a moderate amount of money.",[],find_hotel
"Somewhere that serves light bites, please",[],NONE
"What about a restaurant that serves European food, but still in the centre and moderately priced?",[],find_hotel
"No, but could you give me the address and phone number for your favorite one?",[],NONE
Are there any places to stay in the same general area as the restaurant?,['hotel-area'],find_hotel
"I need to stay in the moderate price range, please.",['hotel-pricerange'],find_hotel
"Actually, could I just get its phone number and address?",[],find_hotel
Can we book a guesthouse in the centre?,['hotel-type'],find_hotel
I will be staying for 5 nights and there will be 6 people.,"['hotel-bookpeople', 'hotel-bookstay']",book_hotel
Starting from Friday. Could you book that for me?,['hotel-bookday'],book_hotel
Hmmm. How about two nights?,[],book_hotel
That sounds fine.,[],book_hotel
"Go ahead and book it, may I have the reference number please?",[],book_hotel
I also need to book a taxi if we can.,[],NONE
"I'll need to go between the hotel and the restaurant, and we'd like to leave the hotel by 6:30.",[],NONE
Nope that is all I need today. Thank you for your assistance with all this!,[],NONE
I am looking for a particular hotel. Its name is called arbury lodge guesthouse,['hotel-name'],find_hotel
book it for 4 people and 2 nights starting from friday.,"['hotel-bookday', 'hotel-bookpeople', 'hotel-bookstay']",book_hotel
how about 1 night instead?,[],book_hotel
"Thank you, that's all I need. Good bye.",[],NONE
I'm coming to town and looking for a good Japanese restaurant to try near the Town centre. Do you have any suggestions?,[],find_hotel
"I'll be needing a table for 6 at 13:30 this next monday, can you help?",[],NONE
Thanks for the info! What about attractions in the area?,[],NONE
"Actually, first, lets get a hotel. Are there any cheap places to stay?",['hotel-pricerange'],find_hotel
I would like it in the centre near the restaurant. It needs to be a guesthouse.,['hotel-type'],find_hotel
Does it have free parking?,['hotel-parking'],find_hotel
"That would be great, thanks.",[],NONE
"I do not so that will be all, I do need their address and postcode though.",[],find_hotel
"Thank you, that's all I need today.",[],NONE
Good bye.,[],NONE
can you help me find a cheap hotel?,['hotel-pricerange'],find_hotel
"On second thought, I don't care what price it is. I just really need a guesthouse with free parking.","['hotel-parking', 'hotel-type']",find_hotel
i prefer the west side. it should also have free wifi,"['hotel-area', 'hotel-internet']",find_hotel
"I don't need it to be cheap, but I really need it to be in the west and have free parking and wifi.",[],find_hotel
Yes please and i'll need the reference number,[],find_hotel
Starting Sunday for 7 people for 4 nights.,"['hotel-bookday', 'hotel-bookpeople', 'hotel-bookstay']",book_hotel
Is it available for 2 nights?,[],book_hotel
"Thanks, now can you help me find a theatre in town? You can choose your favorite and just tell me the phone number for it",[],NONE
Can you help me get a taxi to go to the theatre?,[],NONE
I need to leave the hotel by 8:00 and go to the theatre thank you.,[],NONE
I believe we got it all done today thanks. Goodbye.,[],NONE
Hi. I'm looking for a hotel in the east. The internet is not needed.,"['hotel-area', 'hotel-internet']",find_hotel
"no, but it should have free parking, please.","['hotel-parking', 'hotel-pricerange']",find_hotel
Is that a guesthouse or a hotel? I'd really prefer a guesthouse.,['hotel-type'],find_hotel
The price doesn't really matter. I just need free parking. It doesn't really need to have internet though.,[],find_hotel
"Okay, none of them DON'T offer free wifi? If not, I'll need the address for one that does have wifi, please. Tell me about your favorite.",[],find_hotel
Great. Can you help me with a train as well? I'm looking to come in from Ely.,[],NONE
"I want to go from cambridge to ely, no preference for time but I need to book for 8 people.",[],NONE
"I'm looking for Wednesday , arrive by 11:30 for 8 people Please.",[],NONE
"No, I don't need anything else right now. Thank you for your assistance. Good Bye.",[],NONE
I am visiting and would like to see something interesting in the south.,[],find_hotel
I'm not particular. Is there something you could recommend?,[],NONE
"Sure, and the phone number, please?",[],NONE
Yes I'm looking for a place to stay in the same area. A Guesthouse that has 3 stars and free internet,"['hotel-area', 'hotel-internet', 'hotel-stars', 'hotel-type']",find_hotel
No thank you. That's all the information I need.,[],NONE
Yes you are welcome thanks for the help,[],NONE
I am looking for a train departing Bishops Stortford and going to Cambridge.,[],NONE
I would like to leave on Sunday sometime after 15:15.,[],NONE
"Yes, two tickets please.",[],NONE
"Great, thanks. I am also looking for a hotel in town. I would need free wifi, but I don't care about parking.",['hotel-internet'],find_hotel
I am looking for something in the 2 star range. Is that 2 stars?,['hotel-stars'],find_hotel
"Yes, please. A hotel with 2 stars with free wifi is fine.",['hotel-type'],find_hotel
Which one is the best that offers free wifi and free parking and can I get their address please?,[],find_hotel
No reservation at this time but I would like the address please.,[],find_hotel
That should be all for today. Thank you.,[],NONE
"Hi, I am looking for a train that will be arriving by 16:00 in Cambridge.",[],NONE
I am leaving Friday from Kings Lynn.,[],find_hotel
Thank you for all the information. I would like to book this.,[],NONE
"Yes, can you also help me find a hotel that has free parking and is expensive?",[],find_hotel
"I would like a 4 star hotel. Location isn't important, just quality hotel.",['hotel-stars'],find_hotel
I would like it to have free parking and internet.,"['hotel-internet', 'hotel-parking', 'hotel-pricerange']",find_hotel
"The University Arms sounds good. I'd like to book 4 nights for 1 person, beginning on Friday. And I'll need the reference number, please.","['hotel-bookday', 'hotel-bookpeople', 'hotel-bookstay', 'hotel-name']",book_hotel
"That should be it, thanks!",[],NONE
"Hi, I I'm looking for a hotel to stay at that is moderately priced and includes free wifi.","['hotel-internet', 'hotel-pricerange']",find_hotel
I am not sure but I do want it to have a 4 star rating.,['hotel-stars'],find_hotel
"Not really, but free parking could be nice.",[],find_hotel
That is perfect. Please book 3 days starting on Sunday.,"['hotel-bookday', 'hotel-bookstay']",book_hotel
There will be 4 people for 2 nights starting Monday.,['hotel-bookpeople'],book_hotel
